customer_id,signup_date,region,acquisition_channel
12230,2023-12-17,South,Email
12231,2023-04-07,West,Organic
12232,2022-02-20,South,Email
12233,2023-11-17,West,Referral
12234,2022-04-11,East,Email
12235,2023-03-06,West,Social
12236,2023-08-01,West,Social
12237,2022-07-02,North,Social
12238,2022-07-17,East,Paid Search
12239,2022-12-14,North,Paid Search
12240,2023-10-08,West,Social
12241,2022-06-13,North,Referral
12242,2023-04-30,East,Organic
12243,2022-11-27,West,Organic
12244,2022-03-23,North,Paid Search
12245,2023-06-03,West,Social
12246,2023-08-31,North,Social
12247,2023-02-25,South,Email
12248,2022-05-09,South,Organic
12249,2022-04-24,South,Organic
12250,2022-11-06,East,Social
12251,2023-01-05,West,Paid Search
12252,2023-02-08,South,Organic
12253,2022-06-27,East,Organic
12254,2023-01-01,West,Social
12255,2022-08-04,West,Paid Search
12256,2023-05-16,North,Organic
12257,2023-08-05,West,Organic
12258,2023-04-22,North,Referral
12259,2022-01-01,East,Paid Search
12260,2023-12-26,East,Paid Search
12261,2022-01-18,West,Organic
12262,2023-12-31,North,Organic
12263,2022-01-24,North,Social
12264,2023-01-13,West,Social
12265,2022-03-19,North,Paid Search
12266,2022-03-11,South,Social
12267,2023-05-14,East,Paid Search
12268,2023-06-16,East,Social
12269,2022-03-28,North,Organic
12270,2023-12-14,South,Paid Search
12271,2022-08-22,West,Social
12272,2022-08-21,South,Referral
12273,2022-08-05,North,Social
12274,2022-12-03,North,Email
12275,2022-05-10,South,Social
12276,2022-11-07,West,Email
12277,2022-06-03,South,Organic
12278,2022-02-07,North,Paid Search
12279,2022-09-27,East,Email
12280,2023-05-06,North,Email
12281,2023-07-12,North,Social
12282,2022-09-15,West,Paid Search
12283,2022-08-25,East,Organic
12284,2023-07-29,North,Organic
12285,2023-05-13,South,Social
12286,2023-08-31,North,Organic
12287,2023-10-24,North,Social
12288,2023-08-23,East,Organic
12289,2023-11-15,East,Paid Search
12290,2022-11-01,East,Social
12291,2022-10-16,West,Paid Search
12292,2022-08-23,North,Social
12293,2022-06-21,West,Organic
12294,2023-07-01,East,Paid Search
12295,2023-06-06,North,Email
12296,2023-08-09,West,Social
12297,2022-05-03,North,Organic
12298,2022-12-25,East,Paid Search
12299,2022-06-12,East,Email
12300,2023-10-14,North,Referral
12301,2022-07-15,West,Social
12302,2022-04-16,North,Social
12303,2023-02-21,West,Paid Search
12304,2023-10-04,North,Paid Search
12305,2023-10-31,North,Social
12306,2022-03-12,South,Social
12307,2022-08-26,West,Social
12308,2022-04-23,North,Social
12309,2022-08-13,West,Social
12310,2023-01-25,North,Organic
12311,2022-07-24,South,Organic
12312,2022-02-19,South,Referral
12313,2023-01-08,North,Paid Search
12314,2022-02-08,West,Organic
12315,2022-06-15,South,Paid Search
12316,2022-01-01,East,Email
12317,2022-03-05,East,Social
12318,2022-11-15,East,Social
12319,2023-09-14,East,Organic
12320,2023-07-20,West,Paid Search
12321,2022-03-14,East,Organic
12322,2022-01-26,East,Social
12323,2022-09-04,East,Organic
12324,2023-04-22,East,Email
12325,2023-06-30,South,Email
12326,2023-08-24,East,Email
12327,2022-09-07,South,Paid Search
12328,2022-05-03,West,Email
12329,2022-01-20,West,Email
12330,2022-04-18,West,Organic
12331,2022-02-17,West,Paid Search
12332,2023-09-21,East,Paid Search
12333,2022-07-15,East,Paid Search
12334,2023-08-24,North,Social
12335,2023-02-08,South,Organic
12336,2023-01-29,North,Social
12337,2022-11-28,North,Organic
12338,2023-08-22,West,Social
12339,2022-02-01,West,Organic
12340,2022-03-09,East,Paid Search
12341,2022-11-06,North,Paid Search
12342,2022-10-15,East,Email
12343,2023-02-03,South,Organic
12344,2023-06-23,West,Social
12345,2023-03-05,West,Email
12346,2022-07-07,South,Referral
12347,2022-08-27,North,Email
12348,2023-07-04,North,Email
12349,2022-05-28,North,Social
12350,2023-01-04,South,Organic
12351,2023-01-29,North,Email
12352,2023-07-02,North,Paid Search
12353,2023-06-06,North,Social
12354,2022-12-06,North,Organic
12355,2022-08-14,East,Paid Search
12356,2022-09-26,North,Email
12357,2022-10-28,West,Paid Search
12358,2022-06-10,North,Organic
12359,2023-04-02,North,Paid Search
12360,2022-06-02,North,Social
12361,2023-04-19,East,Organic
12362,2023-07-03,North,Paid Search
12363,2023-12-04,East,Referral
12364,2022-03-28,North,Referral
12365,2023-07-09,West,Organic
12366,2022-03-04,North,Paid Search
12367,2022-09-04,South,Organic
12368,2022-05-09,West,Referral
12369,2022-04-29,North,Paid Search
12370,2022-05-09,North,Paid Search
12371,2022-02-02,West,Organic
12372,2023-08-24,North,Paid Search
12373,2022-02-14,North,Organic
12374,2022-10-18,South,Social
12375,2023-05-26,North,Paid Search
12376,2023-12-24,West,Paid Search
12377,2023-09-16,East,Social
12378,2022-04-11,East,Organic
12379,2023-12-23,North,Organic
12380,2023-04-23,East,Paid Search
12381,2022-05-12,East,Social
12382,2022-11-24,North,Organic
12383,2023-11-02,West,Social
12384,2022-10-14,East,Paid Search
12385,2022-05-15,West,Paid Search
12386,2023-10-01,North,Paid Search
12387,2023-11-27,North,Organic
12388,2023-12-14,East,Organic
12389,2023-11-29,West,Social
12390,2023-09-30,South,Paid Search
12391,2022-11-28,North,Paid Search
12392,2022-05-21,West,Referral
12393,2023-03-27,North,Organic
12394,2022-06-11,South,Paid Search
12395,2022-12-12,East,Paid Search
12396,2023-04-24,North,Organic
12397,2023-11-23,North,Referral
12398,2022-07-31,North,Referral
12399,2022-07-03,West,Organic
12400,2023-06-21,South,Referral
12401,2022-01-05,East,Organic
12402,2023-02-18,West,Referral
12403,2023-06-29,East,Social
12404,2023-02-07,East,Organic
12405,2022-10-08,East,Email
12406,2023-08-28,South,Social
12407,2022-09-28,East,Organic
12408,2023-06-03,West,Paid Search
12409,2022-12-05,West,Email
12410,2022-01-20,South,Organic
12411,2023-01-23,South,Organic
12412,2022-02-06,West,Organic
12413,2023-11-11,North,Social
12414,2023-03-16,West,Paid Search
12415,2022-09-29,North,Paid Search
12416,2022-12-21,East,Organic
12417,2023-03-29,West,Organic
12418,2022-07-09,South,Email
12419,2022-07-30,North,Organic
12420,2022-11-02,West,Email
12421,2022-07-08,South,Paid Search
12422,2023-07-08,South,Email
12423,2022-03-17,East,Paid Search
12424,2023-08-27,South,Social
12425,2022-09-12,East,Organic
12426,2023-02-14,North,Social
12427,2022-04-26,South,Organic
12428,2022-10-09,West,Organic
12429,2023-07-05,North,Paid Search
12430,2022-07-17,South,Organic
12431,2022-04-07,East,Paid Search
12432,2023-01-17,West,Social
12433,2022-04-29,East,Social
12434,2022-08-18,West,Email
12435,2022-11-25,North,Referral
12436,2023-02-16,South,Paid Search
12437,2023-04-12,West,Organic
12438,2023-05-09,West,Social
12439,2023-09-09,East,Organic
12440,2022-02-18,South,Organic
12441,2022-09-22,South,Organic
12442,2022-01-01,North,Paid Search
12443,2022-01-07,West,Paid Search
12444,2022-06-04,West,Organic
12445,2023-03-13,South,Email
12446,2023-10-15,North,Social
12447,2023-07-19,South,Referral
12448,2023-04-17,North,Organic
12449,2023-07-23,East,Organic
12450,2022-05-06,East,Email
12451,2023-09-06,North,Organic
12452,2023-10-12,East,Paid Search
12453,2022-03-11,West,Email
12454,2022-12-10,North,Social
12455,2023-08-29,South,Organic
12456,2022-12-14,South,Email
12457,2023-09-06,North,Email
12458,2023-11-14,East,Social
12459,2022-12-13,East,Organic
12460,2022-02-13,North,Social
12461,2022-09-06,North,Social
12462,2022-06-07,West,Organic
12463,2022-12-13,South,Email
12464,2023-03-04,East,Email
12465,2022-12-05,East,Organic
12466,2022-05-23,West,Paid Search
12467,2022-08-08,East,Paid Search
12468,2023-05-12,West,Social
12469,2022-01-20,East,Organic
12470,2022-06-06,South,Paid Search
12471,2023-10-14,South,Organic
12472,2022-03-14,South,Email
12473,2022-10-30,South,Email
12474,2022-06-01,North,Paid Search
12475,2022-03-18,South,Paid Search
12476,2022-11-05,South,Organic
12477,2023-01-16,North,Organic
12478,2022-05-09,North,Social
12479,2022-02-26,West,Organic
12480,2022-04-09,East,Social
12481,2023-04-21,West,Email
12482,2023-09-21,East,Social
12483,2022-05-12,West,Organic
12484,2022-08-22,West,Paid Search
12485,2022-09-08,North,Organic
12486,2022-09-21,West,Referral
12487,2022-06-28,North,Email
12488,2022-02-10,East,Email
12489,2023-01-19,West,Social
12490,2022-09-18,South,Organic
12491,2022-09-07,East,Email
12492,2022-07-13,South,Social
12493,2023-11-10,North,Organic
12494,2023-03-22,North,Referral
12495,2022-11-02,North,Social
12496,2022-05-30,North,Referral
12497,2023-08-08,East,Social
12498,2023-10-11,East,Organic
12499,2022-01-24,South,Email
12500,2023-11-10,East,Organic
12501,2023-05-26,North,Social
12502,2022-03-14,North,Organic
12503,2023-07-04,West,Social
12504,2022-03-20,West,Organic
12505,2022-02-07,South,Organic
12506,2022-03-26,North,Organic
12507,2022-12-02,West,Email
12508,2023-03-29,West,Organic
12509,2022-10-25,South,Organic
12510,2022-03-31,North,Organic
12511,2022-05-26,North,Organic
12512,2023-09-15,East,Referral
12513,2023-12-04,West,Paid Search
12514,2023-07-05,East,Organic
12515,2022-03-17,South,Organic
12516,2023-08-22,East,Organic
12517,2023-05-21,West,Paid Search
12518,2023-01-20,South,Organic
12519,2022-04-15,West,Organic
12520,2023-12-29,South,Organic
12521,2022-11-20,South,Organic
12522,2022-02-02,East,Social
12523,2022-06-03,South,Organic
12524,2022-10-20,West,Email
12525,2022-02-15,East,Email
12526,2022-08-25,South,Social
12527,2022-12-08,South,Organic
12528,2023-11-24,East,Social
12529,2022-03-05,South,Social
12530,2023-02-26,East,Referral
12531,2023-10-31,South,Social
12532,2023-08-12,South,Organic
12533,2023-11-07,East,Referral
12534,2022-05-05,North,Social
12535,2023-08-08,East,Organic
12536,2023-12-16,East,Organic
12537,2022-08-27,South,Referral
12538,2022-12-31,East,Organic
12539,2023-01-23,West,Social
12540,2022-12-27,West,Paid Search
12541,2022-07-31,South,Email
12542,2023-12-10,South,Organic
12543,2023-11-30,East,Email
12544,2022-10-05,East,Paid Search
12545,2023-08-11,East,Referral
12546,2022-10-18,East,Organic
12547,2023-08-04,West,Organic
12548,2023-03-03,North,Organic
12549,2022-12-10,East,Organic
12550,2022-04-04,North,Referral
12551,2023-04-23,South,Organic
12552,2022-08-23,East,Organic
12553,2022-06-08,South,Social
12554,2022-05-22,South,Organic
12555,2023-12-18,West,Organic
12556,2022-03-17,West,Email
12557,2023-08-06,East,Paid Search
12558,2023-09-25,West,Social
12559,2022-01-23,South,Email
12560,2023-03-07,West,Organic
12561,2023-02-26,North,Email
12562,2022-09-19,South,Social
12563,2023-05-02,South,Paid Search
12564,2022-10-26,North,Social
12565,2022-11-17,East,Paid Search
12566,2022-11-12,North,Paid Search
12567,2023-08-08,East,Social
12568,2023-04-08,North,Organic
12569,2022-10-04,North,Paid Search
12570,2023-11-08,West,Organic
12571,2023-08-09,East,Email
12572,2023-11-12,West,Email
12573,2023-06-18,South,Paid Search
12574,2022-10-13,North,Organic
12575,2023-07-19,East,Referral
12576,2022-08-29,East,Organic
12577,2022-07-17,North,Organic
12578,2022-11-26,West,Organic
12579,2023-12-09,East,Email
12580,2023-02-19,East,Organic
12581,2022-10-08,South,Social
12582,2022-12-04,East,Email
12583,2022-08-01,North,Organic
12584,2023-04-26,West,Paid Search
12585,2022-09-13,South,Organic
12586,2023-02-09,North,Organic
12587,2022-09-27,North,Email
12588,2022-08-23,East,Organic
12589,2023-12-10,West,Social
12590,2022-09-10,West,Email
12591,2022-02-21,East,Organic
12592,2022-10-04,West,Referral
12593,2023-01-24,East,Paid Search
12594,2022-03-11,South,Organic
12595,2022-08-12,East,Paid Search
12596,2022-05-02,North,Referral
12597,2023-01-01,North,Paid Search
12598,2023-06-12,South,Paid Search
12599,2023-12-08,North,Paid Search
12600,2022-10-12,West,Organic
12601,2023-09-23,West,Organic
12602,2022-06-06,South,Email
12603,2023-07-24,East,Social
12604,2023-02-15,South,Social
12605,2023-07-08,North,Organic
12606,2023-07-06,South,Paid Search
12607,2023-01-24,North,Organic
12608,2022-07-07,South,Organic
12609,2023-01-20,North,Email
12610,2023-08-27,North,Organic
12611,2023-12-10,North,Social
12612,2023-11-09,West,Paid Search
12613,2022-05-13,North,Email
12614,2023-03-13,South,Social
12615,2022-03-18,East,Email
12616,2023-05-04,South,Social
12617,2023-12-26,East,Social
12618,2022-02-08,North,Paid Search
12619,2023-04-25,East,Organic
12620,2023-11-22,East,Organic
12621,2023-09-11,East,Social
12622,2022-10-14,East,Organic
12623,2022-03-17,South,Referral
12624,2023-11-06,South,Paid Search
12625,2023-11-04,North,Social
12626,2023-02-27,East,Paid Search
12627,2023-12-16,North,Referral
12628,2022-01-04,South,Organic
12629,2023-03-27,East,Paid Search
12630,2022-01-29,North,Social
12631,2023-11-15,North,Organic
12632,2023-05-12,East,Organic
12633,2023-10-29,South,Social
12634,2023-02-15,West,Social
12635,2022-03-02,West,Organic
12636,2022-01-20,West,Email
12637,2022-09-02,South,Organic
12638,2023-06-27,North,Organic
12639,2022-04-21,East,Email
12640,2023-09-15,East,Organic
12641,2022-06-24,East,Paid Search
12642,2022-12-29,South,Organic
12643,2022-05-29,North,Social
12644,2022-12-07,North,Paid Search
12645,2022-11-27,North,Organic
12646,2022-01-04,North,Referral
12647,2023-02-19,West,Social
12648,2023-07-29,North,Organic
12649,2023-11-15,East,Referral
12650,2022-08-30,West,Organic
12651,2023-10-05,South,Organic
12652,2023-10-04,East,Paid Search
12653,2023-12-23,East,Organic
12654,2022-09-30,South,Email
12655,2023-09-14,South,Paid Search
12656,2023-02-17,West,Social
12657,2022-02-12,East,Organic
12658,2022-07-17,West,Organic
12659,2023-05-06,West,Paid Search
12660,2022-04-28,South,Organic
12661,2022-11-14,East,Referral
12662,2023-07-20,East,Email
12663,2022-04-20,East,Social
12664,2022-12-29,East,Social
12665,2022-06-06,East,Organic
12666,2023-01-27,West,Organic
12667,2022-06-25,South,Paid Search
12668,2023-12-06,East,Social
12669,2022-02-25,South,Paid Search
12670,2023-12-05,East,Organic
12671,2023-08-02,West,Email
12672,2023-09-17,West,Organic
12673,2023-09-14,South,Paid Search
12674,2022-05-17,East,Organic
12675,2023-11-11,South,Paid Search
12676,2023-03-10,North,Paid Search
12677,2023-12-04,North,Social
12678,2023-10-04,West,Email
12679,2023-02-28,South,Organic
12680,2022-10-01,West,Social
12681,2022-03-27,North,Social
12682,2022-03-15,East,Email
12683,2022-10-12,East,Referral
12684,2023-08-16,East,Social
12685,2023-01-04,East,Organic
12686,2022-12-18,East,Paid Search
12687,2022-06-28,West,Paid Search
12688,2023-02-17,East,Paid Search
12689,2023-04-11,North,Referral
12690,2023-12-18,North,Email
12691,2023-06-17,East,Organic
12692,2023-03-20,South,Referral
12693,2023-10-27,East,Email
12694,2022-11-07,East,Organic
12695,2023-11-14,South,Referral
12696,2022-09-28,West,Paid Search
12697,2022-04-04,East,Paid Search
12698,2022-11-01,East,Paid Search
12699,2022-04-04,East,Referral
12700,2022-03-28,West,Organic
12701,2023-10-06,East,Paid Search
12702,2023-08-04,West,Email
12703,2022-06-11,North,Social
12704,2023-09-04,East,Organic
12705,2022-02-20,East,Organic
12706,2022-07-27,South,Referral
12707,2023-05-31,South,Social
12708,2022-08-10,East,Paid Search
12709,2023-06-18,South,Paid Search
12710,2023-10-01,West,Paid Search
12711,2022-02-18,South,Email
12712,2022-01-18,North,Paid Search
12713,2023-11-18,East,Social
12714,2023-01-15,South,Organic
12715,2023-01-05,North,Social
12716,2022-12-05,East,Organic
12717,2022-11-13,East,Social
12718,2023-05-19,North,Organic
12719,2023-02-28,East,Organic
12720,2022-04-30,East,Organic
12721,2023-04-03,West,Organic
12722,2023-05-03,South,Paid Search
12723,2022-03-24,North,Email
12724,2022-10-03,West,Social
12725,2023-08-01,East,Paid Search
12726,2023-03-28,North,Paid Search
12727,2022-04-10,West,Organic
12728,2022-01-30,North,Social
12729,2023-03-01,West,Organic
12730,2022-12-04,East,Organic
12731,2023-12-03,West,Organic
12732,2023-01-17,West,Organic
12733,2023-11-11,North,Email
12734,2022-06-06,West,Organic
12735,2022-11-23,South,Organic
12736,2022-04-12,East,Social
12737,2023-02-24,East,Organic
12738,2022-05-18,North,Email
12739,2022-12-26,North,Paid Search
12740,2022-09-09,North,Social
12741,2022-05-16,North,Email
12742,2022-03-12,North,Organic
12743,2023-01-09,West,Social
12744,2023-11-23,East,Paid Search
12745,2022-05-26,West,Organic
12746,2022-10-23,West,Email
12747,2022-06-13,East,Email
12748,2023-08-14,South,Organic
12749,2022-10-30,West,Paid Search
12750,2023-12-13,East,Organic
12751,2022-06-28,East,Email
12752,2022-02-28,West,Referral
12753,2023-03-02,East,Paid Search
12754,2023-04-21,East,Referral
12755,2023-12-25,West,Organic
12756,2023-09-29,South,Social
12757,2023-10-08,West,Referral
12758,2023-04-08,North,Email
12759,2022-09-20,North,Organic
12760,2022-11-10,East,Paid Search
12761,2022-04-08,North,Organic
12762,2022-11-11,West,Email
12763,2022-09-24,North,Referral
12764,2022-01-27,East,Paid Search
12765,2022-05-30,North,Organic
12766,2023-01-26,West,Organic
12767,2022-09-27,South,Email
12768,2023-12-27,North,Paid Search
12769,2022-12-16,North,Organic
12770,2023-12-01,East,Social
12771,2023-04-28,West,Organic
12772,2022-01-30,West,Email
12773,2022-05-29,South,Paid Search
12774,2023-05-31,South,Organic
12775,2023-02-02,North,Email
12776,2022-08-09,East,Email
12777,2023-01-17,East,Paid Search
12778,2023-10-22,North,Social
12779,2022-10-11,East,Paid Search
12780,2022-02-02,West,Organic
12781,2022-08-16,North,Referral
12782,2023-11-15,North,Referral
12783,2023-07-11,North,Organic
12784,2023-09-04,North,Referral
12785,2023-10-28,North,Social
12786,2022-03-27,East,Organic
12787,2022-07-26,North,Paid Search
12788,2022-02-13,East,Organic
12789,2022-01-04,West,Email
12790,2023-09-02,West,Referral
12791,2023-11-15,East,Paid Search
12792,2022-04-24,North,Paid Search
12793,2023-06-12,North,Organic
12794,2023-01-26,North,Paid Search
12795,2022-02-20,West,Social
12796,2023-10-31,West,Organic
12797,2023-09-29,South,Paid Search
12798,2023-02-19,South,Paid Search
12799,2023-06-01,East,Social
12800,2022-10-17,South,Email
12801,2023-08-02,West,Email
12802,2022-11-21,North,Paid Search
12803,2023-12-24,South,Email
12804,2022-02-16,South,Email
12805,2022-05-06,North,Email
12806,2023-12-09,South,Email
12807,2022-07-30,West,Social
12808,2022-08-15,North,Organic
12809,2023-08-01,East,Organic
12810,2022-05-19,South,Referral
12811,2023-01-10,North,Organic
12812,2022-07-28,North,Referral
12813,2022-05-25,North,Email
12814,2023-12-05,North,Referral
12815,2022-05-26,South,Paid Search
12816,2022-03-10,West,Social
12817,2023-05-07,East,Email
12818,2023-09-26,West,Paid Search
12819,2022-04-04,South,Paid Search
12820,2023-06-01,East,Organic
12821,2023-01-30,East,Organic
12822,2023-08-29,North,Referral
12823,2022-04-03,South,Organic
12824,2023-12-14,East,Social
12825,2023-03-28,West,Paid Search
12826,2023-09-07,South,Organic
12827,2022-09-22,North,Referral
12828,2023-11-20,West,Organic
12829,2023-04-03,North,Email
12830,2022-04-03,West,Paid Search
12831,2023-11-05,West,Organic
12832,2023-08-04,West,Organic
12833,2022-08-08,West,Email
12834,2023-02-03,North,Organic
12835,2022-10-11,East,Social
12836,2023-02-01,West,Email
12837,2023-12-06,East,Organic
12838,2023-10-19,North,Organic
12839,2022-06-07,North,Organic
12840,2023-12-11,South,Social
12841,2022-11-16,South,Paid Search
12842,2023-05-30,East,Organic
12843,2023-07-12,West,Paid Search
12844,2022-12-19,West,Paid Search
12845,2022-11-30,East,Email
12846,2022-11-30,North,Organic
12847,2023-09-22,South,Organic
12848,2022-10-10,South,Paid Search
12849,2022-07-24,North,Email
12850,2022-09-21,North,Email
12851,2022-05-23,South,Organic
12852,2022-10-13,North,Organic
12853,2022-03-25,East,Email
12854,2022-03-07,North,Organic
12855,2023-06-13,North,Paid Search
12856,2022-02-26,North,Paid Search
12857,2023-02-19,East,Organic
12858,2023-07-24,East,Paid Search
12859,2023-06-13,South,Organic
12860,2022-11-22,North,Paid Search
12861,2022-05-22,West,Organic
12862,2023-11-11,East,Paid Search
12863,2023-09-02,East,Paid Search
12864,2023-03-23,East,Organic
12865,2022-03-05,West,Email
12866,2022-01-26,West,Social
12867,2022-08-19,South,Referral
12868,2022-04-25,East,Organic
12869,2023-09-21,North,Organic
12870,2022-05-31,East,Organic
12871,2022-07-26,South,Social
12872,2023-12-14,North,Paid Search
12873,2023-08-21,West,Organic
12874,2022-06-09,West,Social
12875,2022-10-07,South,Organic
12876,2023-01-12,West,Paid Search
12877,2023-04-30,South,Paid Search
12878,2023-11-15,South,Email
12879,2023-09-28,West,Social
12880,2023-12-15,South,Paid Search
12881,2022-01-30,South,Email
12882,2022-06-22,East,Paid Search
12883,2023-02-15,North,Organic
12884,2022-02-05,South,Social
12885,2022-09-17,South,Social
12886,2022-04-23,East,Referral
12887,2023-11-13,North,Email
12888,2022-02-16,North,Organic
12889,2022-04-19,East,Paid Search
12890,2022-05-23,North,Paid Search
12891,2022-04-19,South,Organic
12892,2023-02-20,East,Paid Search
12893,2022-09-23,West,Paid Search
12894,2023-10-29,North,Organic
12895,2022-07-10,West,Social
12896,2023-01-28,East,Organic
12897,2023-04-27,South,Paid Search
12898,2023-04-02,West,Social
12899,2023-08-05,East,Email
12900,2022-05-28,East,Organic
12901,2023-01-06,East,Email
12902,2023-08-08,East,Social
12903,2023-09-23,West,Social
12904,2023-03-27,East,Organic
12905,2023-04-21,West,Organic
12906,2023-09-23,East,Email
12907,2023-04-02,West,Organic
12908,2023-11-24,West,Social
12909,2022-04-04,North,Email
12910,2022-09-11,North,Social
12911,2022-03-23,East,Referral
12912,2022-03-08,South,Email
12913,2022-12-11,East,Referral
12914,2022-06-14,West,Email
12915,2022-10-25,West,Organic
12916,2022-11-16,South,Social
12917,2023-03-30,East,Email
12918,2023-11-22,North,Referral
12919,2023-09-13,East,Organic
12920,2022-10-04,North,Paid Search
12921,2022-08-26,East,Social
12922,2023-07-17,East,Organic
12923,2022-04-01,East,Email
12924,2023-01-30,East,Paid Search
12925,2022-11-05,South,Organic
12926,2022-05-14,North,Organic
12927,2023-03-27,North,Social
12928,2022-08-23,West,Organic
12929,2022-05-16,West,Social
12930,2023-04-22,South,Social
12931,2022-05-08,North,Email
12932,2023-05-07,South,Paid Search
12933,2022-04-29,East,Organic
12934,2022-11-14,South,Social
12935,2023-08-13,North,Organic
12936,2022-06-16,South,Organic
12937,2023-07-15,North,Referral
12938,2023-06-11,South,Organic
12939,2023-10-21,North,Organic
12940,2022-05-04,East,Referral
12941,2023-06-07,East,Organic
12942,2023-11-15,North,Organic
12943,2023-07-12,East,Paid Search
12944,2022-05-18,South,Social
12945,2023-08-24,West,Social
12946,2022-03-20,West,Social
12947,2023-03-06,North,Referral
12948,2022-12-30,West,Organic
12949,2023-01-23,East,Email
12950,2023-01-15,East,Organic
12951,2022-01-23,South,Referral
12952,2023-01-06,South,Referral
12953,2023-11-15,North,Organic
12954,2022-11-15,West,Social
12955,2022-07-22,East,Email
12956,2023-12-28,South,Organic
12957,2022-03-14,East,Email
12958,2022-12-21,North,Referral
12959,2023-01-10,North,Organic
12960,2022-12-15,East,Organic
12961,2023-11-04,East,Referral
12962,2022-11-04,West,Paid Search
12963,2023-12-12,East,Paid Search
12964,2022-02-18,East,Email
12965,2023-06-20,West,Email
12966,2023-03-09,North,Organic
12967,2022-06-25,East,Organic
12968,2022-06-16,East,Social
12969,2023-06-10,North,Paid Search
12970,2023-04-11,North,Email
12971,2023-03-23,North,Social
12972,2022-02-07,North,Organic
12973,2023-03-13,East,Social
12974,2023-12-18,North,Social
12975,2022-01-13,East,Referral
12976,2022-12-09,North,Organic
12977,2022-12-27,North,Paid Search
12978,2023-10-17,South,Email
12979,2022-07-26,North,Referral
12980,2022-12-14,West,Referral
12981,2023-06-08,South,Paid Search
12982,2022-02-14,North,Paid Search
12983,2023-08-08,North,Organic
12984,2023-08-24,South,Email
12985,2023-06-10,East,Social
12986,2023-04-19,West,Social
12987,2023-06-30,South,Paid Search
12988,2023-07-25,East,Referral
12989,2023-10-22,South,Organic
12990,2022-11-09,West,Paid Search
12991,2022-11-29,East,Paid Search
12992,2023-04-11,South,Paid Search
12993,2022-05-21,East,Social
12994,2023-09-18,West,Email
12995,2023-07-17,South,Organic
12996,2023-04-06,West,Organic
12997,2022-08-09,West,Paid Search
12998,2022-09-11,North,Email
12999,2022-11-14,West,Paid Search
13000,2023-04-29,East,Paid Search
13001,2023-07-22,East,Organic
13002,2023-05-06,East,Social
13003,2023-11-10,West,Paid Search
13004,2023-12-03,East,Paid Search
13005,2023-05-30,East,Paid Search
13006,2022-09-28,North,Organic
13007,2023-03-14,South,Organic
13008,2022-11-07,West,Organic
13009,2023-04-05,East,Email
13010,2023-08-16,North,Organic
13011,2022-09-27,West,Organic
13012,2023-01-05,West,Referral
13013,2022-02-03,East,Paid Search
13014,2023-06-22,North,Paid Search
13015,2022-12-24,East,Paid Search
13016,2022-12-02,North,Organic
13017,2023-01-24,South,Organic
13018,2022-06-07,East,Social
13019,2023-03-13,West,Paid Search
13020,2023-06-28,South,Email
13021,2022-09-13,West,Referral
13022,2022-04-06,West,Organic
13023,2022-10-10,North,Email
13024,2022-05-25,North,Organic
13025,2022-09-30,East,Paid Search
13026,2023-04-03,West,Social
13027,2022-03-24,South,Organic
13028,2023-06-30,East,Referral
13029,2022-06-13,East,Email
13030,2023-10-16,East,Paid Search
13031,2023-06-19,East,Organic
13032,2022-07-18,North,Email
13033,2023-02-16,North,Paid Search
13034,2022-03-22,North,Organic
13035,2022-03-14,West,Paid Search
13036,2023-11-29,West,Organic
13037,2023-08-09,West,Referral
13038,2022-04-23,North,Paid Search
13039,2022-07-26,East,Paid Search
13040,2022-05-25,North,Social
13041,2022-10-16,South,Email
13042,2022-08-01,North,Social
13043,2022-08-28,West,Referral
13044,2023-01-22,North,Organic
13045,2022-05-19,East,Paid Search
13046,2023-10-07,West,Email
13047,2023-06-16,East,Organic
13048,2023-07-10,North,Email
13049,2022-05-04,West,Organic
13050,2023-06-01,East,Referral
13051,2023-09-03,South,Email
13052,2022-05-08,East,Paid Search
13053,2023-07-03,West,Paid Search
13054,2022-09-19,South,Referral
13055,2023-07-29,East,Social
13056,2022-12-16,South,Social
13057,2023-08-09,North,Social
13058,2022-04-18,West,Organic
13059,2022-10-12,North,Organic
13060,2022-07-19,South,Organic
13061,2022-07-01,South,Email
13062,2022-08-14,South,Email
13063,2022-10-07,South,Paid Search
13064,2022-04-03,East,Referral
13065,2023-06-01,South,Organic
13066,2023-02-06,North,Social
13067,2023-08-29,West,Paid Search
13068,2023-05-30,West,Paid Search
13069,2022-04-19,South,Organic
13070,2022-02-21,South,Email
13071,2022-11-05,North,Social
13072,2022-12-18,North,Organic
13073,2022-06-25,South,Paid Search
13074,2023-07-26,West,Email
13075,2023-03-01,East,Paid Search
13076,2023-07-01,South,Email
13077,2022-03-21,West,Paid Search
13078,2023-08-19,South,Social
13079,2022-05-31,North,Email
13080,2022-11-24,South,Organic
13081,2022-11-17,North,Social
13082,2023-08-23,West,Paid Search
13083,2022-07-22,South,Referral
13084,2022-06-25,East,Email
13085,2022-09-05,South,Organic
13086,2022-09-21,West,Social
13087,2022-05-13,East,Organic
13088,2022-05-09,South,Social
13089,2022-06-18,North,Referral
13090,2022-12-08,West,Email
13091,2022-09-08,East,Paid Search
13092,2022-10-14,South,Email
13093,2023-06-09,West,Paid Search
13094,2022-06-25,North,Organic
13095,2023-10-27,South,Referral
13096,2023-07-03,East,Paid Search
13097,2022-05-08,South,Organic
